Date,Transmitter,Receiver,latitude,longitude,station,Arrival,Departure,Detections,residencetime
2016-11-12,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-12T18:00:00Z,2016-11-12T18:03:00Z,3,180
2016-11-12,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-12T20:29:00Z,2016-11-12T20:30:00Z,2,60
2016-11-12,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-12T12:13:00Z,2016-11-12T12:20:00Z,4,420
2016-11-12,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-12T07:30:00Z,2016-11-12T07:39:00Z,7,540
2016-11-12,A69-1601-52644,VR2W-122339,51.07363,4.19007,s-4c,2016-11-12T09:37:00Z,2016-11-12T10:22:00Z,33,2700
2016-11-12,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-12T10:49:00Z,2016-11-12T11:16:00Z,18,1620
2016-11-12,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-12T01:36:00Z,2016-11-12T01:52:00Z,8,960
2016-11-12,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-12T06:37:00Z,2016-11-12T06:44:00Z,4,420
2016-11-12,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-12T08:07:00Z,2016-11-12T08:31:00Z,26,1440
2016-11-12,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-12T02:11:00Z,2016-11-12T03:33:00Z,31,4920
2016-11-12,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-12T04:07:00Z,2016-11-12T04:16:00Z,7,540
2016-11-13,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-13T00:17:00Z,2016-11-13T00:20:00Z,3,180
2016-11-13,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-13T14:09:00Z,2016-11-13T14:09:00Z,1,30
2016-11-13,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-13T13:37:00Z,2016-11-13T13:42:00Z,4,300
2016-11-13,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-13T15:02:00Z,2016-11-13T15:11:00Z,4,540
2016-11-13,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-13T10:38:00Z,2016-11-13T11:00:00Z,13,1320
2016-11-13,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-13T11:17:00Z,2016-11-13T11:17:00Z,1,30
2016-11-13,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-13T22:08:00Z,2016-11-13T23:05:00Z,32,3420
2016-11-13,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-13T02:00:00Z,2016-11-13T02:01:00Z,2,60
2016-11-13,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-13T18:33:00Z,2016-11-13T18:33:00Z,1,30
2016-11-13,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-13T09:00:00Z,2016-11-13T09:02:00Z,3,120
2016-11-13,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-13T06:30:00Z,2016-11-13T06:39:00Z,6,540
2016-11-13,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-13T21:22:00Z,2016-11-13T21:25:00Z,3,180
2016-11-13,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-13T05:49:00Z,2016-11-13T05:56:00Z,6,420
2016-11-13,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-13T03:28:00Z,2016-11-13T04:58:00Z,54,5400
2016-11-13,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-13T19:03:00Z,2016-11-13T19:09:00Z,6,360
2016-11-13,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-13T17:19:00Z,2016-11-13T17:42:00Z,15,1380
2016-11-13,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-13T02:30:00Z,2016-11-13T02:31:00Z,2,60
2016-11-14,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-14T04:01:00Z,2016-11-14T05:44:00Z,38,6180
2016-11-14,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-13T23:59:00Z,2016-11-14T00:18:00Z,9,1140
2016-11-14,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-14T22:38:00Z,2016-11-14T23:51:00Z,31,4380
2016-11-14,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-14T06:36:00Z,2016-11-14T06:41:00Z,4,300
2016-11-14,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-14T00:40:00Z,2016-11-14T00:40:00Z,1,30
2016-11-14,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-14T12:23:00Z,2016-11-14T12:38:00Z,10,900
2016-11-14,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-14T19:22:00Z,2016-11-14T19:37:00Z,8,900
2016-11-14,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-14T18:46:00Z,2016-11-14T18:47:00Z,2,60
2016-11-14,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-14T10:30:00Z,2016-11-14T11:26:00Z,29,3360
2016-11-14,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-14T09:42:00Z,2016-11-14T09:43:00Z,2,60
2016-11-14,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-14T03:05:00Z,2016-11-14T03:05:00Z,1,30
2016-11-14,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-14T13:02:00Z,2016-11-14T13:02:00Z,1,30
2016-11-14,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-14T15:32:00Z,2016-11-14T15:32:00Z,1,30
2016-11-14,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-14T07:14:00Z,2016-11-14T07:19:00Z,5,300
2016-11-14,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-14T02:38:00Z,2016-11-14T02:39:00Z,2,60
2016-11-14,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-14T16:36:00Z,2016-11-14T17:46:00Z,48,4200
2016-11-14,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-14T21:47:00Z,2016-11-14T21:50:00Z,3,180
2016-11-14,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-14T15:04:00Z,2016-11-14T15:04:00Z,1,30
2016-11-15,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-15T04:34:00Z,2016-11-15T04:43:00Z,6,540
2016-11-15,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-15T19:58:00Z,2016-11-15T20:13:00Z,7,900
2016-11-15,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-15T10:53:00Z,2016-11-15T10:57:00Z,3,240
2016-11-15,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-15T08:38:00Z,2016-11-15T08:40:00Z,2,120
2016-11-15,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-15T06:41:00Z,2016-11-15T07:04:00Z,14,1380
2016-11-15,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-15T21:35:00Z,2016-11-15T21:41:00Z,5,360
2016-11-15,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-15T07:56:00Z,2016-11-15T07:57:00Z,2,60
2016-11-15,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-15T01:23:00Z,2016-11-15T01:23:00Z,1,30
2016-11-15,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-15T00:44:00Z,2016-11-15T01:06:00Z,12,1320
2016-11-15,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-15T03:14:00Z,2016-11-15T03:14:00Z,1,30
2016-11-15,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-15T20:59:00Z,2016-11-15T21:01:00Z,2,120
2016-11-15,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-15T16:36:00Z,2016-11-15T16:40:00Z,3,240
2016-11-15,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-15T12:18:00Z,2016-11-15T12:37:00Z,11,1140
2016-11-15,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-15T12:59:00Z,2016-11-15T12:59:00Z,1,30
2016-11-16,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-16T08:16:00Z,2016-11-16T08:23:00Z,5,420
2016-11-16,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-16T04:45:00Z,2016-11-16T04:48:00Z,3,180
2016-11-16,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-16T16:14:00Z,2016-11-16T16:14:00Z,1,30
2016-11-16,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-16T03:26:00Z,2016-11-16T03:27:00Z,2,60
2016-11-16,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-16T00:43:00Z,2016-11-16T00:46:00Z,3,180
2016-11-16,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-16T09:54:00Z,2016-11-16T09:58:00Z,4,240
2016-11-16,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-16T09:20:00Z,2016-11-16T09:23:00Z,3,180
2016-11-16,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-16T12:10:00Z,2016-11-16T13:29:00Z,10,4740
2016-11-16,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-15T23:54:00Z,2016-11-16T00:24:00Z,17,1800
2016-11-16,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-16T13:51:00Z,2016-11-16T13:58:00Z,6,420
2016-11-16,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-16T20:28:00Z,2016-11-16T20:29:00Z,2,60
2016-11-16,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-16T23:14:00Z,2016-11-16T23:16:00Z,2,120
2016-11-16,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-16T17:40:00Z,2016-11-16T18:04:00Z,13,1440
2016-11-16,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-16T03:56:00Z,2016-11-16T03:56:00Z,1,30
2016-11-16,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-16T16:41:00Z,2016-11-16T16:41:00Z,1,30
2016-11-16,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-16T19:06:00Z,2016-11-16T19:35:00Z,21,1740
2016-11-16,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-16T21:01:00Z,2016-11-16T21:07:00Z,6,360
2016-11-17,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-17T05:12:00Z,2016-11-17T05:12:00Z,1,30
2016-11-17,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-17T09:01:00Z,2016-11-17T09:06:00Z,4,300
2016-11-17,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-16T23:59:00Z,2016-11-17T01:13:00Z,18,4440
2016-11-17,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-17T14:45:00Z,2016-11-17T15:04:00Z,15,1140
2016-11-17,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-17T12:40:00Z,2016-11-17T13:38:00Z,22,3480
2016-11-17,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-17T18:45:00Z,2016-11-17T19:57:00Z,35,4320
2016-11-17,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-17T04:44:00Z,2016-11-17T04:44:00Z,1,30
2016-11-17,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-17T02:11:00Z,2016-11-17T02:30:00Z,13,1140
2016-11-17,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-17T11:53:00Z,2016-11-17T11:53:00Z,1,30
2016-11-17,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-17T17:11:00Z,2016-11-17T17:11:00Z,1,30
2016-11-17,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-17T15:25:00Z,2016-11-17T15:25:00Z,1,30
2016-11-17,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-17T21:22:00Z,2016-11-17T21:26:00Z,3,240
2016-11-17,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-17T09:43:00Z,2016-11-17T09:46:00Z,3,180
2016-11-17,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-17T17:43:00Z,2016-11-17T17:44:00Z,2,60
2016-11-17,A69-1601-52644,VR2W-122325,51.0434,4.04783,s-3,2016-11-17T06:12:00Z,2016-11-17T08:05:00Z,33,6780
2016-11-17,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-17T20:47:00Z,2016-11-17T20:51:00Z,4,240
2016-11-17,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-17T02:50:00Z,2016-11-17T02:50:00Z,1,30
2016-11-17,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-17T23:28:00Z,2016-11-17T23:29:00Z,2,60
2016-11-18,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-18T08:41:00Z,2016-11-18T08:48:00Z,5,420
2016-11-18,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-18T11:36:00Z,2016-11-18T11:41:00Z,4,300
2016-11-18,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-18T17:23:00Z,2016-11-18T17:23:00Z,1,30
2016-11-18,A69-1601-52644,VR2W-113521,51.04231,4.0945,s-4,2016-11-18T06:40:00Z,2016-11-18T08:09:00Z,27,5340
2016-11-18,A69-1601-52644,VR2W-112292,51.03855,4.1175,s-Dendermonde,2016-11-18T06:11:00Z,2016-11-18T06:18:00Z,5,420
2016-11-18,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-18T22:01:00Z,2016-11-18T22:14:00Z,9,780
2016-11-18,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-18T00:10:00Z,2016-11-18T00:15:00Z,4,300
2016-11-18,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-18T21:15:00Z,2016-11-18T21:16:00Z,2,60
2016-11-18,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-18T03:48:00Z,2016-11-18T04:11:00Z,14,1380
2016-11-18,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-18T16:12:00Z,2016-11-18T16:42:00Z,15,1800
2016-11-18,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-18T02:37:00Z,2016-11-18T02:53:00Z,8,960
2016-11-18,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-18T12:10:00Z,2016-11-18T12:23:00Z,14,780
2016-11-18,A69-1601-52644,VR2W-115444,51.03955,4.16605,s-Vlassenbroek,2016-11-18T20:53:00Z,2016-11-18T20:53:00Z,1,30
2016-11-18,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-18T12:57:00Z,2016-11-18T12:57:00Z,1,30
2016-11-18,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-18T14:20:00Z,2016-11-18T14:33:00Z,7,780
2016-11-18,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-18T15:23:00Z,2016-11-18T16:10:00Z,32,2820
2016-11-18,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-18T00:50:00Z,2016-11-18T01:56:00Z,26,3960
2016-11-18,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-18T22:43:00Z,2016-11-18T22:57:00Z,14,840
2016-11-19,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-19T02:53:00Z,2016-11-19T02:55:00Z,2,120
2016-11-19,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-19T07:23:00Z,2016-11-19T08:02:00Z,27,2340
2016-11-19,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-19T06:07:00Z,2016-11-19T06:22:00Z,9,900
2016-11-19,A69-1601-52644,VR2W-122363,51.03203,4.18166,s-4a,2016-11-19T20:20:00Z,2016-11-19T20:23:00Z,3,180
2016-11-19,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-19T23:39:00Z,2016-11-19T23:42:00Z,3,180
2016-11-19,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-19T09:26:00Z,2016-11-19T09:52:00Z,17,1560
2016-11-19,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-19T08:55:00Z,2016-11-19T09:10:00Z,9,900
2016-11-19,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-19T05:16:00Z,2016-11-19T05:40:00Z,13,1440
2016-11-19,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-19T16:26:00Z,2016-11-19T16:29:00Z,3,180
2016-11-19,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-19T15:40:00Z,2016-11-19T16:03:00Z,9,1380
2016-11-19,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-19T10:29:00Z,2016-11-19T10:29:00Z,1,30
2016-11-19,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-19T12:06:00Z,2016-11-19T12:19:00Z,8,780
2016-11-19,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-19T18:11:00Z,2016-11-19T18:26:00Z,18,900
2016-11-19,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-19T01:09:00Z,2016-11-19T02:33:00Z,12,5040
2016-11-19,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-19T17:44:00Z,2016-11-19T17:44:00Z,1,30
2016-11-19,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-19T21:34:00Z,2016-11-19T22:10:00Z,26,2160
2016-11-19,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-19T11:38:00Z,2016-11-19T11:41:00Z,3,180
2016-11-19,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-19T00:41:00Z,2016-11-19T00:46:00Z,3,300
2016-11-19,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-19T20:52:00Z,2016-11-19T21:31:00Z,14,2340
2016-11-19,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-19T04:48:00Z,2016-11-19T05:01:00Z,9,780
2016-11-19,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-19T22:36:00Z,2016-11-19T22:37:00Z,2,60
2016-11-19,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-19T18:48:00Z,2016-11-19T19:09:00Z,13,1260
2016-11-20,A69-1601-52644,VR2W-122367,51.05593,4.20024,s-4b,2016-11-20T08:10:00Z,2016-11-20T08:10:00Z,1,30
2016-11-20,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-20T06:44:00Z,2016-11-20T06:46:00Z,3,120
2016-11-20,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-20T11:01:00Z,2016-11-20T11:01:00Z,1,30
2016-11-20,A69-1601-52644,VR2W-122339,51.07363,4.19007,s-4c,2016-11-20T09:03:00Z,2016-11-20T09:16:00Z,10,780
2016-11-20,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-20T11:25:00Z,2016-11-20T11:41:00Z,7,960
2016-11-20,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-20T05:38:00Z,2016-11-20T05:41:00Z,3,180
2016-11-20,A69-1601-52644,VR2W-122336,51.07363,4.19007,s-4c,2016-11-20T07:24:00Z,2016-11-20T07:40:00Z,15,960
2016-11-20,A69-1601-52644,VR2W-127719,51.14222,4.32646,s-8a,2016-11-20T01:40:00Z,2016-11-20T03:06:00Z,49,5160
2016-11-20,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-20T09:47:00Z,2016-11-20T09:54:00Z,4,420
2016-11-20,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-20T00:06:00Z,2016-11-20T00:18:00Z,6,720
2016-11-20,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-20T04:58:00Z,2016-11-20T05:24:00Z,10,1560
2016-11-21,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-21T23:34:00Z,2016-11-21T23:49:00Z,7,900
2016-11-21,A69-1601-52644,VR2W-115430,51.09258,4.17083,s-5,2016-11-21T20:59:00Z,2016-11-21T22:00:00Z,24,3660
2016-11-21,A69-1601-52644,VR2W-115441,51.12287,4.2184,s-6,2016-11-21T23:06:00Z,2016-11-21T23:08:00Z,2,120
2016-11-21,A69-1601-52644,VR2W-115442,51.11414,4.24123,s-7,2016-11-21T17:23:00Z,2016-11-21T17:30:00Z,4,420
2016-11-21,A69-1601-52644,VR2W-113528,51.19069,4.32954,s-9,2016-11-21T01:56:00Z,2016-11-21T03:41:00Z,53,6300
2016-11-21,A69-1601-52644,VR2W-127719,51.14222,4.32646,s-8a,2016-11-21T00:44:00Z,2016-11-21T00:58:00Z,15,840
2016-11-21,A69-1601-52644,VR2W-112295,51.14319,4.33078,s-8,2016-11-21T04:43:00Z,2016-11-21T04:59:00Z,12,960
2016-11-22,A69-1601-52644,VR2W-127719,51.14222,4.32646,s-8a,2016-11-22T01:15:00Z,2016-11-22T01:25:00Z,13,600
2016-11-22,A69-1601-52644,VR2W-127716,51.235423,4.396673,s-10a,2016-11-22T12:23:00Z,2016-11-22T12:35:00Z,6,720
2016-11-22,A69-1601-52644,VR2W-127738,51.19068,4.33602,s-9a,2016-11-22T02:25:00Z,2016-11-22T02:53:00Z,25,1680
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:16:00Z,2016-11-26T18:16:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T18:10:00Z,2016-11-26T18:11:00Z,3,60
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:19:00Z,2016-11-26T18:19:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T18:07:00Z,2016-11-26T18:08:00Z,3,60
2016-11-26,A69-1601-52644,VR2W-126202,51.3465544,3.800172,ws-25B,2016-11-26T17:40:00Z,2016-11-26T18:03:00Z,16,1380
2016-11-26,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T18:17:00Z,2016-11-26T18:18:00Z,3,60
2016-11-26,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T18:13:00Z,2016-11-26T18:15:00Z,5,120
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:09:00Z,2016-11-26T18:09:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:06:00Z,2016-11-26T18:06:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-127734,51.40221,4.02998,ws-55,2016-11-26T03:23:00Z,2016-11-26T03:23:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-115447,51.3482621,3.8147323,ws-18,2016-11-26T17:30:00Z,2016-11-26T17:34:00Z,4,240
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:12:00Z,2016-11-26T18:12:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:21:00Z,2016-11-26T22:59:00Z,106,16680
2016-11-26,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T18:05:00Z,2016-11-26T18:05:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T18:20:00Z,2016-11-26T18:20:00Z,1,30
2016-11-26,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-26T18:04:00Z,2016-11-26T18:04:00Z,1,30
2016-11-27,A69-1601-52644,VR2W-123817,51.437785,3.470347,ws-TRAWL,2016-11-27T17:43:00Z,2016-11-27T18:00:00Z,12,1020
2016-11-27,A69-1601-52644,VR2W-115434,51.3552573,3.7609896,ws-23,2016-11-27T02:59:00Z,2016-11-27T02:59:00Z,1,30
2016-11-27,A69-1601-52644,VR2W-124071,51.3648799,3.765539,ws-12A,2016-11-27T03:04:00Z,2016-11-27T03:06:00Z,2,120
2016-11-27,A69-1601-52644,VR2W-120882,51.3970414,3.7153436,ws-4,2016-11-27T04:10:00Z,2016-11-27T04:23:00Z,7,780
2016-11-27,A69-1601-52644,VR2W-120876,51.4071859,3.7080883,ws-13,2016-11-27T04:28:00Z,2016-11-27T04:46:00Z,13,1080
2016-11-27,A69-1601-52644,VR2W-129566,51.352186,3.781008,ws-25A,2016-11-27T02:45:00Z,2016-11-27T02:55:00Z,6,600
2016-11-27,A69-1601-52644,VR2W-122346,51.3544901,3.795027,ws-16,2016-11-26T23:36:00Z,2016-11-27T02:41:00Z,29,11100
